,source,target,weight
1693,女性,美しさ,0.8374999999999999
1694,女性,儚さ,0.5
1695,女性,踊り,0.55625
1696,女性,スカート,0.78125
1697,女性,夜,0.275
1698,女性,音楽,0.44375000000000003
1699,女性,回る,0.16250000000000003
1700,女性,揺れる,0.1625
1701,女性,舞台,0.5
1702,空,笑顔,0.21875
1703,空,花,0.275
1704,空,粉雪,0.78125
1705,空,羽毛,0.275
1706,空,蝶,0.55625
1707,空,踊り子,0.1625
1708,空,笑う,0.10625
1709,空,明るい,0.78125
1710,空,嬉しい,0.275
1711,空,美しい,0.66875
1712,空,可愛い,0.10625
1713,空,表情,0.33125
1714,空,癒し,0.10625
1715,空,子供,0.10625
1716,空,咲く,0.10625
1717,空,きれい,0.7250000000000001
1718,空,鮮やか,0.44375
1719,空,枯れる,0.05
1720,空,植物,0.1625
1721,空,成長,0.21875000000000003
1722,空,水,0.33125
1723,空,やわらかい,0.275
1724,空,冷たい,0.44375
1725,空,降る,0.78125
1726,空,融ける,0.275
1727,空,白い,0.6687500000000001
1728,空,寒い,0.5
1729,空,灰色,0.6125
1730,空,あたたかい,0.5
1731,空,鳥,0.78125
1732,空,布団,0.10625
1733,空,ふわふわ,0.33125000000000004
1734,空,羽,0.78125
1735,空,軽い,0.33125000000000004
1736,空,舞う,0.5
1737,空,飛ぶ,0.78125
1738,空,女性,0.16250000000000003
1739,空,美しさ,0.6125
1740,空,儚さ,0.3875
1741,空,踊り,0.10625
1742,空,スカート,0.05
1743,空,夜,0.5
1744,空,音楽,0.05
1745,空,回る,0.21875000000000003
1746,空,揺れる,0.10625000000000001
1747,空,舞台,0.33125000000000004
1748,美しさ,笑顔,0.55625
1749,美しさ,花,0.725
1750,美しさ,粉雪,0.44375
1751,美しさ,羽毛,0.10625
1752,美しさ,蝶,0.725
1753,美しさ,踊り子,0.5
1754,美しさ,笑う,0.33125000000000004
1755,美しさ,明るい,0.66875
1756,美しさ,嬉しい,0.33125000000000004
1757,美しさ,美しい,0.95
1758,美しさ,可愛い,0.55625
1759,美しさ,表情,0.55625
1760,美しさ,癒し,0.5
1761,美しさ,子供,0.33125000000000004
1762,美しさ,咲く,0.66875
1763,美しさ,きれい,0.8374999999999999
1764,美しさ,鮮やか,0.7250000000000001
1765,美しさ,枯れる,0.275
1766,美しさ,植物,0.44375
1767,美しさ,成長,0.21875000000000003
1768,美しさ,水,0.44375
1769,美しさ,やわらかい,0.33125000000000004
1770,美しさ,冷たい,0.33125000000000004
1771,美しさ,降る,0.10625
1772,美しさ,融ける,0.05
1773,美しさ,白い,0.55625
1774,美しさ,寒い,0.1625
1775,美しさ,灰色,0.05
1776,美しさ,あたたかい,0.275
1777,美しさ,鳥,0.44375
1778,美しさ,布団,0.05
1779,美しさ,ふわふわ,0.33125000000000004
1780,美しさ,羽,0.44375
1781,美しさ,軽い,0.10625
1782,美しさ,舞う,0.3875
1783,美しさ,飛ぶ,0.16250000000000003
1784,美しさ,女性,0.78125
1785,美しさ,空,0.44375
1786,美しさ,儚さ,0.55625
1787,美しさ,踊り,0.5
1788,美しさ,スカート,0.275
1789,美しさ,夜,0.3875
1790,美しさ,音楽,0.44375000000000003
1791,美しさ,回る,0.38750000000000007
1792,美しさ,揺れる,0.1625
1793,美しさ,舞台,0.44375
1794,儚さ,笑顔,0.33125
1795,儚さ,花,0.66875
1796,儚さ,粉雪,0.5
1797,儚さ,羽毛,0.16250000000000003
1798,儚さ,蝶,0.55625
1799,儚さ,踊り子,0.16250000000000003
1800,儚さ,笑う,0.3875
1801,儚さ,明るい,0.10625
1802,儚さ,嬉しい,0.05
1803,儚さ,美しい,0.66875
1804,儚さ,可愛い,0.21875000000000003
1805,儚さ,表情,0.44375
1806,儚さ,癒し,0.21875000000000003
1807,儚さ,子供,0.275
1808,儚さ,咲く,0.44375
1809,儚さ,きれい,0.5
1810,儚さ,鮮やか,0.33125
1811,儚さ,枯れる,0.5
1812,儚さ,植物,0.5
1813,儚さ,成長,0.10625
1814,儚さ,水,0.10625
1815,儚さ,やわらかい,0.33125000000000004
1816,儚さ,冷たい,0.44375000000000003
1817,儚さ,降る,0.21875000000000003
1818,儚さ,融ける,0.275
1819,儚さ,白い,0.44375
1820,儚さ,寒い,0.21875000000000003
1821,儚さ,灰色,0.44375
1822,儚さ,あたたかい,0.05
1823,儚さ,鳥,0.10625
1824,儚さ,布団,0.05
1825,儚さ,ふわふわ,0.10625000000000001
1826,儚さ,羽,0.275
1827,儚さ,軽い,0.275
1828,儚さ,舞う,0.3875
1829,儚さ,飛ぶ,0.1625
1830,儚さ,女性,0.5
1831,儚さ,空,0.5
1832,儚さ,美しさ,0.66875
1833,儚さ,踊り,0.21875000000000003
1834,儚さ,スカート,0.10625
1835,儚さ,夜,0.44375
1836,儚さ,音楽,0.3875
1837,儚さ,回る,0.10625
1838,儚さ,揺れる,0.33125000000000004
1839,儚さ,舞台,0.33125000000000004
1840,踊り,笑顔,0.5
1841,踊り,花,0.33125000000000004
1842,踊り,粉雪,0.05
1843,踊り,羽毛,0.21875000000000003
1844,踊り,蝶,0.5
1845,踊り,踊り子,0.89375
1846,踊り,笑う,0.55625
1847,踊り,明るい,0.66875
1848,踊り,嬉しい,0.6125
1849,踊り,美しい,0.725
1850,踊り,可愛い,0.3875
1851,踊り,表情,0.33125000000000004
1852,踊り,癒し,0.44375000000000003
1853,踊り,子供,0.33125000000000004
1854,踊り,咲く,0.38750000000000007
1855,踊り,きれい,0.66875
1856,踊り,鮮やか,0.55625
1857,踊り,枯れる,0.05
1858,踊り,植物,0.10625
1859,踊り,成長,0.33125000000000004
1860,踊り,水,0.16250000000000003
1861,踊り,やわらかい,0.33125000000000004
1862,踊り,冷たい,0.16250000000000003
1863,踊り,降る,0.05
1864,踊り,融ける,0.21875
1865,踊り,白い,0.10625
1866,踊り,寒い,0.10625
1867,踊り,灰色,0.05
1868,踊り,あたたかい,0.33125
1869,踊り,鳥,0.21875000000000003
1870,踊り,布団,0.05
1871,踊り,ふわふわ,0.5
1872,踊り,羽,0.5
1873,踊り,軽い,0.55625
1874,踊り,舞う,0.78125
1875,踊り,飛ぶ,0.38749999999999996
1876,踊り,女性,0.78125
1877,踊り,空,0.10625
1878,踊り,美しさ,0.78125
1879,踊り,儚さ,0.5
1880,踊り,スカート,0.6125
1881,踊り,夜,0.44375
1882,踊り,音楽,0.89375
1883,踊り,回る,0.8374999999999999
1884,踊り,揺れる,0.7250000000000001
1885,踊り,舞台,0.8375
1886,スカート,笑顔,0.21875000000000003
1887,スカート,花,0.275
1888,スカート,粉雪,0.275
1889,スカート,羽毛,0.21875000000000003
1890,スカート,蝶,0.21875000000000003
1891,スカート,踊り子,0.5
1892,スカート,笑う,0.1625
1893,スカート,明るい,0.275
1894,スカート,嬉しい,0.1625
1895,スカート,美しい,0.38749999999999996
1896,スカート,可愛い,0.55625
1897,スカート,表情,0.10625000000000001
1898,スカート,癒し,0.10625000000000001
1899,スカート,子供,0.38749999999999996
1900,スカート,咲く,0.10625
1901,スカート,きれい,0.6125
1902,スカート,鮮やか,0.275
1903,スカート,枯れる,0.05
1904,スカート,植物,0.05
1905,スカート,成長,0.10625000000000001
1906,スカート,水,0.05
1907,スカート,やわらかい,0.44375
1908,スカート,冷たい,0.10625000000000001
1909,スカート,降る,0.05
1910,スカート,融ける,0.05
1911,スカート,白い,0.21875
1912,スカート,寒い,0.16250000000000003
1913,スカート,灰色,0.10625
1914,スカート,あたたかい,0.275
1915,スカート,鳥,0.10625
1916,スカート,布団,0.10625
1917,スカート,ふわふわ,0.33125
1918,スカート,羽,0.275
1919,スカート,軽い,0.38749999999999996
1920,スカート,舞う,0.5
1921,スカート,飛ぶ,0.10625000000000001
1922,スカート,女性,0.95
1923,スカート,空,0.10625
1924,スカート,美しさ,0.5
1925,スカート,儚さ,0.10625
1926,スカート,踊り,0.44375
1927,スカート,夜,0.05
1928,スカート,音楽,0.16250000000000003
1929,スカート,回る,0.5
1930,スカート,揺れる,0.6124999999999999
1931,スカート,舞台,0.55625
1932,夜,笑顔,0.1625
1933,夜,花,0.21875000000000003
1934,夜,粉雪,0.3875
1935,夜,羽毛,0.10625
1936,夜,蝶,0.3875
1937,夜,踊り子,0.275
1938,夜,笑う,0.10625000000000001
1939,夜,明るい,0.1625
1940,夜,嬉しい,0.10625000000000001
1941,夜,美しい,0.55625
1942,夜,可愛い,0.05
1943,夜,表情,0.275
1944,夜,癒し,0.5
1945,夜,子供,0.05
1946,夜,咲く,0.10625
1947,夜,きれい,0.55625
1948,夜,鮮やか,0.275
1949,夜,枯れる,0.44375000000000003
1950,夜,植物,0.05
1951,夜,成長,0.33125000000000004
1952,夜,水,0.10625
1953,夜,やわらかい,0.1625
1954,夜,冷たい,0.78125
1955,夜,降る,0.21875000000000003
1956,夜,融ける,0.21875000000000003
1957,夜,白い,0.16250000000000003
1958,夜,寒い,0.8375
1959,夜,灰色,0.55625
1960,夜,あたたかい,0.10625
1961,夜,鳥,0.10625
1962,夜,布団,0.8375
1963,夜,ふわふわ,0.10625000000000001
1964,夜,羽,0.10625
1965,夜,軽い,0.05
1966,夜,舞う,0.275
1967,夜,飛ぶ,0.10625
1968,夜,女性,0.275
1969,夜,空,0.725
1970,夜,美しさ,0.6125
1971,夜,儚さ,0.725
1972,夜,踊り,0.3875
1973,夜,スカート,0.05
1974,夜,音楽,0.33125000000000004
1975,夜,回る,0.05
1976,夜,揺れる,0.21875
1977,夜,舞台,0.1625
1978,音楽,笑顔,0.5
1979,音楽,花,0.5
1980,音楽,粉雪,0.33125000000000004
1981,音楽,羽毛,0.10625000000000001
1982,音楽,蝶,0.21875000000000003
1983,音楽,踊り子,0.66875
1984,音楽,笑う,0.55625
1985,音楽,明るい,0.66875
1986,音楽,嬉しい,0.5
1987,音楽,美しい,0.66875
1988,音楽,可愛い,0.275
1989,音楽,表情,0.275
1990,音楽,癒し,0.725
1991,音楽,子供,0.33125000000000004
1992,音楽,咲く,0.1625
1993,音楽,きれい,0.55625
1994,音楽,鮮やか,0.5
1995,音楽,枯れる,0.05
1996,音楽,植物,0.16250000000000003
1997,音楽,成長,0.1625
1998,音楽,水,0.16250000000000003
1999,音楽,やわらかい,0.275
2000,音楽,冷たい,0.21875000000000003
2001,音楽,降る,0.05
2002,音楽,融ける,0.05
2003,音楽,白い,0.10625
2004,音楽,寒い,0.16250000000000003
2005,音楽,灰色,0.10625
2006,音楽,あたたかい,0.33125
2007,音楽,鳥,0.275
2008,音楽,布団,0.05
2009,音楽,ふわふわ,0.16250000000000003
2010,音楽,羽,0.10625
2011,音楽,軽い,0.16250000000000003
2012,音楽,舞う,0.6124999999999999
2013,音楽,飛ぶ,0.10625
2014,音楽,女性,0.5
2015,音楽,空,0.21875000000000003
2016,音楽,美しさ,0.55625
2017,音楽,儚さ,0.33125
2018,音楽,踊り,0.725
2019,音楽,スカート,0.1625
2020,音楽,夜,0.44375
2021,音楽,回る,0.21875
2022,音楽,揺れる,0.44375
2023,音楽,舞台,0.6125
2024,回る,笑顔,0.21875000000000003
2025,回る,花,0.16250000000000003
2026,回る,粉雪,0.16250000000000003
2027,回る,羽毛,0.21875000000000003
2028,回る,蝶,0.275
2029,回る,踊り子,0.8375
2030,回る,笑う,0.33125000000000004
2031,回る,明るい,0.3875
2032,回る,嬉しい,0.44375
2033,回る,美しい,0.44375000000000003
2034,回る,可愛い,0.33125000000000004
2035,回る,表情,0.21875000000000003
2036,回る,癒し,0.10625
2037,回る,子供,0.33125000000000004
2038,回る,咲く,0.16250000000000003
2039,回る,きれい,0.55625
2040,回る,鮮やか,0.275
2041,回る,枯れる,0.05
2042,回る,植物,0.10625
2043,回る,成長,0.16250000000000003
2044,回る,水,0.21875
2045,回る,やわらかい,0.10625
2046,回る,冷たい,0.05
2047,回る,降る,0.10625
2048,回る,融ける,0.10625
2049,回る,白い,0.10625
2050,回る,寒い,0.10625
2051,回る,灰色,0.05
2052,回る,あたたかい,0.05
2053,回る,鳥,0.275
2054,回る,布団,0.05
2055,回る,ふわふわ,0.21875000000000003
2056,回る,羽,0.275
2057,回る,軽い,0.6125
2058,回る,舞う,0.44375
2059,回る,飛ぶ,0.16250000000000003
2060,回る,女性,0.275
2061,回る,空,0.21875000000000003
2062,回る,美しさ,0.21875000000000003
2063,回る,儚さ,0.10625
2064,回る,踊り,0.55625
2065,回る,スカート,0.55625
2066,回る,夜,0.16250000000000003
2067,回る,音楽,0.33125000000000004
2068,回る,揺れる,0.55625
2069,回る,舞台,0.6125
2070,揺れる,笑顔,0.16250000000000003
2071,揺れる,花,0.275
2072,揺れる,粉雪,0.10625
2073,揺れる,羽毛,0.21875
2074,揺れる,蝶,0.33125000000000004
2075,揺れる,踊り子,0.44375
2076,揺れる,笑う,0.21875
2077,揺れる,明るい,0.21875
2078,揺れる,嬉しい,0.21875
2079,揺れる,美しい,0.275
2080,揺れる,可愛い,0.1625
2081,揺れる,表情,0.21875000000000003
2082,揺れる,癒し,0.21875
2083,揺れる,子供,0.16250000000000003
2084,揺れる,咲く,0.1625
2085,揺れる,きれい,0.33125000000000004
2086,揺れる,鮮やか,0.16250000000000003
2087,揺れる,枯れる,0.10625
2088,揺れる,植物,0.44375
2089,揺れる,成長,0.05
2090,揺れる,水,0.21875
2091,揺れる,やわらかい,0.44375
2092,揺れる,冷たい,0.10625
2093,揺れる,降る,0.10625000000000001
2094,揺れる,融ける,0.10625
2095,揺れる,白い,0.275
2096,揺れる,寒い,0.1625
2097,揺れる,灰色,0.05
2098,揺れる,あたたかい,0.21875
2099,揺れる,鳥,0.21875000000000003
2100,揺れる,布団,0.10625
2101,揺れる,ふわふわ,0.21875
2102,揺れる,羽,0.5
2103,揺れる,軽い,0.44375
2104,揺れる,舞う,0.38749999999999996
2105,揺れる,飛ぶ,0.10625
2106,揺れる,女性,0.275
2107,揺れる,空,0.05
2108,揺れる,美しさ,0.3875
2109,揺れる,儚さ,0.44375
2110,揺れる,踊り,0.55625
2111,揺れる,スカート,0.5562499999999999
2112,揺れる,夜,0.21875
2113,揺れる,音楽,0.33125
2114,揺れる,回る,0.33125000000000004
2115,揺れる,舞台,0.21875000000000003
2116,舞台,笑顔,0.6125
2117,舞台,花,0.5562499999999999
2118,舞台,粉雪,0.05
2119,舞台,羽毛,0.05
2120,舞台,蝶,0.10625
2121,舞台,踊り子,0.78125
2122,舞台,笑う,0.44375
2123,舞台,明るい,0.66875
2124,舞台,嬉しい,0.33125000000000004
2125,舞台,美しい,0.66875
2126,舞台,可愛い,0.1625
2127,舞台,表情,0.3875
2128,舞台,癒し,0.275
2129,舞台,子供,0.33125000000000004
2130,舞台,咲く,0.33125
2131,舞台,きれい,0.44375
2132,舞台,鮮やか,0.66875
2133,舞台,枯れる,0.05
2134,舞台,植物,0.16250000000000003
2135,舞台,成長,0.5
2136,舞台,水,0.10625
2137,舞台,やわらかい,0.10625
2138,舞台,冷たい,0.10625
2139,舞台,降る,0.10625
2140,舞台,融ける,0.05
2141,舞台,白い,0.21875
2142,舞台,寒い,0.1625
2143,舞台,灰色,0.1625
2144,舞台,あたたかい,0.33125000000000004
2145,舞台,鳥,0.16250000000000003
2146,舞台,布団,0.05
2147,舞台,ふわふわ,0.10625
2148,舞台,羽,0.275
2149,舞台,軽い,0.05
2150,舞台,舞う,0.725
2151,舞台,飛ぶ,0.33125
2152,舞台,女性,0.6125
2153,舞台,空,0.44375
2154,舞台,美しさ,0.55625
2155,舞台,儚さ,0.33125000000000004
2156,舞台,踊り,0.8937499999999999
2157,舞台,スカート,0.6125
2158,舞台,夜,0.38749999999999996
2159,舞台,音楽,0.725
2160,舞台,回る,0.55625
2161,舞台,揺れる,0.275
